,해변의 여인%by%쿨(COOL),바다%by%유피(UP),팥빙수%by%윤종신,오아시스 (feat. 이재훈)%by%브라운 아이드 걸스,여름안에서%by%서연
0,-0.0335742118547,-0.0335742118547,-0.0335742118547,-0.0335742118547,-0.0335742118547
1,-0.0282807002591,-0.0282807002591,-0.0282807002591,-0.0282807002591,-0.0282807002591
2,0.0582095911687,0.0582095911687,0.0582095911687,0.0582095911687,0.0582095911687
3,0.0274577634587,0.0274577634587,0.0274577634587,0.0274577634587,0.0274577634587
4,0.0513063740547,0.0513063740547,0.0513063740547,0.0513063740547,0.0513063740547
5,0.0464419733884,0.0464419733884,0.0464419733884,0.0464419733884,0.0464419733884
6,0.0587944197823,0.0587944197823,0.0587944197823,0.0587944197823,0.0587944197823
7,0.0954729882861,0.0954729882861,0.0954729882861,0.0954729882861,0.0954729882861
8,0.0601033047867,0.0601033047867,0.0601033047867,0.0601033047867,0.0601033047867
9,-0.130448018682,-0.130448018682,-0.130448018682,-0.130448018682,-0.130448018682
10,-0.0158212068951,-0.0158212068951,-0.0158212068951,-0.0158212068951,-0.0158212068951
11,-0.0121584094954,-0.0121584094954,-0.0121584094954,-0.0121584094954,-0.0121584094954
12,0.0387008225961,0.0387008225961,0.0387008225961,0.0387008225961,0.0387008225961
13,0.0240530155931,0.0240530155931,0.0240530155931,0.0240530155931,0.0240530155931
14,0.100845016801,0.100845016801,0.100845016801,0.100845016801,0.100845016801
15,0.0499242572179,0.0499242572179,0.0499242572179,0.0499242572179,0.0499242572179
16,0.0625314617211,0.0625314617211,0.0625314617211,0.0625314617211,0.0625314617211
17,-0.0327714436653,-0.0327714436653,-0.0327714436653,-0.0327714436653,-0.0327714436653
18,-0.147198672188,-0.147198672188,-0.147198672188,-0.147198672188,-0.147198672188
19,0.0809013949287,0.0809013949287,0.0809013949287,0.0809013949287,0.0809013949287
20,0.0542580266659,0.0542580266659,0.0542580266659,0.0542580266659,0.0542580266659
21,-0.027129423633,-0.027129423633,-0.027129423633,-0.027129423633,-0.027129423633
22,-0.00336467670796,-0.00336467670796,-0.00336467670796,-0.00336467670796,-0.00336467670796
23,0.0626016602227,0.0626016602227,0.0626016602227,0.0626016602227,0.0626016602227
24,-0.0313318640982,-0.0313318640982,-0.0313318640982,-0.0313318640982,-0.0313318640982
25,0.0112405972866,0.0112405972866,0.0112405972866,0.0112405972866,0.0112405972866
26,0.0109322503001,0.0109322503001,0.0109322503001,0.0109322503001,0.0109322503001
27,-0.0492423538297,-0.0492423538297,-0.0492423538297,-0.0492423538297,-0.0492423538297
28,0.0566899261772,0.0566899261772,0.0566899261772,0.0566899261772,0.0566899261772
29,-0.0620310166037,-0.0620310166037,-0.0620310166037,-0.0620310166037,-0.0620310166037
30,0.0366300252753,0.0366300252753,0.0366300252753,0.0366300252753,0.0366300252753
31,0.0732596383253,0.0732596383253,0.0732596383253,0.0732596383253,0.0732596383253
32,-0.0541145360062,-0.0541145360062,-0.0541145360062,-0.0541145360062,-0.0541145360062
33,-0.16663914612,-0.16663914612,-0.16663914612,-0.16663914612,-0.16663914612
34,-0.0057815581911,-0.0057815581911,-0.0057815581911,-0.0057815581911,-0.0057815581911
35,0.0244256362224,0.0244256362224,0.0244256362224,0.0244256362224,0.0244256362224
36,-0.0359528961253,-0.0359528961253,-0.0359528961253,-0.0359528961253,-0.0359528961253
37,-0.143773244287,-0.143773244287,-0.143773244287,-0.143773244287,-0.143773244287
38,-0.139872846359,-0.139872846359,-0.139872846359,-0.139872846359,-0.139872846359
39,0.0672106919131,0.0672106919131,0.0672106919131,0.0672106919131,0.0672106919131
40,0.0906548517963,0.0906548517963,0.0906548517963,0.0906548517963,0.0906548517963
41,0.203555762364,0.203555762364,0.203555762364,0.203555762364,0.203555762364
42,-0.109371724354,-0.109371724354,-0.109371724354,-0.109371724354,-0.109371724354
43,-0.00381674390727,-0.00381674390727,-0.00381674390727,-0.00381674390727,-0.00381674390727
44,0.120209310906,0.120209310906,0.120209310906,0.120209310906,0.120209310906
45,-0.0682510839763,-0.0682510839763,-0.0682510839763,-0.0682510839763,-0.0682510839763
46,-0.0706537984888,-0.0706537984888,-0.0706537984888,-0.0706537984888,-0.0706537984888
47,-0.0621335640205,-0.0621335640205,-0.0621335640205,-0.0621335640205,-0.0621335640205
48,-0.150177762126,-0.150177762126,-0.150177762126,-0.150177762126,-0.150177762126
49,-0.0897361964189,-0.0897361964189,-0.0897361964189,-0.0897361964189,-0.0897361964189
50,-0.126041134724,-0.126041134724,-0.126041134724,-0.126041134724,-0.126041134724
51,0.0743872390284,0.0743872390284,0.0743872390284,0.0743872390284,0.0743872390284
52,0.105114849167,0.105114849167,0.105114849167,0.105114849167,0.105114849167
53,-0.0836651384776,-0.0836651384776,-0.0836651384776,-0.0836651384776,-0.0836651384776
54,0.0617989408788,0.0617989408788,0.0617989408788,0.0617989408788,0.0617989408788
55,0.00759251897886,0.00759251897886,0.00759251897886,0.00759251897886,0.00759251897886
56,0.05913213719,0.05913213719,0.05913213719,0.05913213719,0.05913213719
57,-0.0762132752543,-0.0762132752543,-0.0762132752543,-0.0762132752543,-0.0762132752543
58,0.0680103580597,0.0680103580597,0.0680103580597,0.0680103580597,0.0680103580597
59,0.00545572866904,0.00545572866904,0.00545572866904,0.00545572866904,0.00545572866904
60,0.0160213478986,0.0160213478986,0.0160213478986,0.0160213478986,0.0160213478986
61,-0.168993417643,-0.168993417643,-0.168993417643,-0.168993417643,-0.168993417643
62,0.111596643643,0.111596643643,0.111596643643,0.111596643643,0.111596643643
63,0.00452856275328,0.00452856275328,0.00452856275328,0.00452856275328,0.00452856275328
64,0.0291509786722,0.0291509786722,0.0291509786722,0.0291509786722,0.0291509786722
65,0.00784111852796,0.00784111852796,0.00784111852796,0.00784111852796,0.00784111852796
66,-0.118577718216,-0.118577718216,-0.118577718216,-0.118577718216,-0.118577718216
67,0.0186138768187,0.0186138768187,0.0186138768187,0.0186138768187,0.0186138768187
68,0.0126549648173,0.0126549648173,0.0126549648173,0.0126549648173,0.0126549648173
69,0.0742439637627,0.0742439637627,0.0742439637627,0.0742439637627,0.0742439637627
70,-0.0657777646386,-0.0657777646386,-0.0657777646386,-0.0657777646386,-0.0657777646386
71,0.164477546662,0.164477546662,0.164477546662,0.164477546662,0.164477546662
72,0.0607506278599,0.0607506278599,0.0607506278599,0.0607506278599,0.0607506278599
73,-0.19318293834,-0.19318293834,-0.19318293834,-0.19318293834,-0.19318293834
74,0.105262808936,0.105262808936,0.105262808936,0.105262808936,0.105262808936
75,-0.0398690986777,-0.0398690986777,-0.0398690986777,-0.0398690986777,-0.0398690986777
76,0.197889595872,0.197889595872,0.197889595872,0.197889595872,0.197889595872
77,0.0479307159975,0.0479307159975,0.0479307159975,0.0479307159975,0.0479307159975
78,0.0607257974445,0.0607257974445,0.0607257974445,0.0607257974445,0.0607257974445
79,0.0573903280859,0.0573903280859,0.0573903280859,0.0573903280859,0.0573903280859
80,-0.0668898098047,-0.0668898098047,-0.0668898098047,-0.0668898098047,-0.0668898098047
81,-0.121569676721,-0.121569676721,-0.121569676721,-0.121569676721,-0.121569676721
82,-0.0204238908972,-0.0204238908972,-0.0204238908972,-0.0204238908972,-0.0204238908972
83,0.24528521249,0.24528521249,0.24528521249,0.24528521249,0.24528521249
84,-0.143761620668,-0.143761620668,-0.143761620668,-0.143761620668,-0.143761620668
85,-0.0290399521896,-0.0290399521896,-0.0290399521896,-0.0290399521896,-0.0290399521896
86,-0.207409099973,-0.207409099973,-0.207409099973,-0.207409099973,-0.207409099973
87,0.0438864231405,0.0438864231405,0.0438864231405,0.0438864231405,0.0438864231405
88,-0.00943163954754,-0.00943163954754,-0.00943163954754,-0.00943163954754,-0.00943163954754
89,0.0761382219625,0.0761382219625,0.0761382219625,0.0761382219625,0.0761382219625
90,-0.0123709128811,-0.0123709128811,-0.0123709128811,-0.0123709128811,-0.0123709128811
91,0.0540857517588,0.0540857517588,0.0540857517588,0.0540857517588,0.0540857517588
92,0.070505190954,0.070505190954,0.070505190954,0.070505190954,0.070505190954
93,0.0342099972369,0.0342099972369,0.0342099972369,0.0342099972369,0.0342099972369
94,-0.137518760845,-0.137518760845,-0.137518760845,-0.137518760845,-0.137518760845
95,0.0754216316586,0.0754216316586,0.0754216316586,0.0754216316586,0.0754216316586
96,0.0733648147883,0.0733648147883,0.0733648147883,0.0733648147883,0.0733648147883
97,0.00463978973085,0.00463978973085,0.00463978973085,0.00463978973085,0.00463978973085
98,-0.118522940918,-0.118522940918,-0.118522940918,-0.118522940918,-0.118522940918
99,-0.197804400432,-0.197804400432,-0.197804400432,-0.197804400432,-0.197804400432
